,State,Year,SNAP Individuals,SNAP Households,Total SNAP Issuance,Location,Unemployment Rate,Gini,Population,SNAP Rate,Unemployed Individuals
529,MT,2022,89269.0,45089.0,13305349.0,Montana,0.026,0.4652,1122095.0,0.07955565259625967,29174.469999999998
530,MT,2023,84675.0,43385.0,14337353.0,Montana,0.029,0.4601,1131302.0,0.07484738823055205,32807.758
531,MT,2024,81150.0,41363.0,14149206.0,Montana,0.03,0.4581,1137233.0,0.0713574087280267,34116.99
532,NC,2006,852426.0,375468.0,75872386.0,North Carolina,0.048,0.46,8917270.0,0.09559270942788543,428028.96
533,NC,2007,879784.0,389511.0,80537044.0,North Carolina,0.048,0.47,9118037.0,0.09648831212244477,437665.776
534,NC,2008,927926.0,412073.0,89691417.0,North Carolina,0.063,0.46,9309449.0,0.09967571657570712,586495.287
535,NC,2009,1089699.0,482694.0,118164126.0,North Carolina,0.104,0.46,9449566.0,0.1153173595485761,982754.864
536,NC,2010,1313610.0,594846.0,168932490.0,North Carolina,0.108,0.46,9574586.0,0.13719757700228502,1034055.288
537,NC,2011,1544547.0,711387.0,188024517.0,North Carolina,0.102,0.47,9658913.0,0.15990898768836617,985209.1259999999
538,NC,2012,1660464.0,780722.0,201642097.0,North Carolina,0.095,0.47,9751810.0,0.17027239045879689,926421.95
539,NC,2013,1230934.0,787773.0,207577785.0,North Carolina,0.079,0.48,9846717.0,0.125009584412754,777890.643
540,NC,2014,1573226.0,760487.0,194447703.0,North Carolina,0.061,0.47,9937295.0,0.15831531619017047,606174.995
541,NC,2015,1645161.0,803243.0,199709056.0,North Carolina,0.057,0.4776,10037218.0,0.1639060743724008,572121.426
542,NC,2016,1605908.0,785742.0,189987219.0,North Carolina,0.051,0.478,10161802.0,0.1580337818036604,518251.90199999994
543,NC,2017,1470862.0,786310.0,170097957.0,North Carolina,0.046,0.4763,10275758.0,0.14313902682410387,472684.868
544,NC,2019,1322868.0,637206.0,296923117.0,North Carolina,0.039,0.4743,10501384.0,0.12597082441704827,409553.976
545,NC,2020,1216760.0,591077.0,138963396.0,North Carolina,0.073,,10449652.0,0.11644024126353682,762824.5959999999
546,NC,2022,1732124.0,876491.0,438009373.0,North Carolina,0.037,0.4768,10710793.0,0.16171762445600432,396299.34099999996
547,NC,2023,1645838.0,830182.0,447984368.0,North Carolina,0.035,0.4732,10881189.0,0.15125534534874818,380841.61500000005
548,NC,2024,1398399.0,699541.0,242647821.0,North Carolina,0.036,0.4782,11046024.0,0.12659749788702251,397656.86399999994
549,ND,2006,43366.0,19559.0,3850222.0,North Dakota,0.032,0.43,649422.0,0.06677630261986812,20781.504
550,ND,2007,44061.0,19954.0,4152273.0,North Dakota,0.031,0.44,652822.0,0.0674931298271198,20237.482
551,ND,2008,48130.0,21684.0,4881241.0,North Dakota,0.031,0.45,657569.0,0.07319383973392907,20384.639
552,ND,2009,51074.0,23081.0,5795032.0,North Dakota,0.041,0.45,664968.0,0.07680670348046824,27263.688000000002
553,ND,2010,59360.0,26960.0,7822869.0,North Dakota,0.038,0.43,674752.0,0.08797306269562744,25640.576
554,ND,2011,61362.0,28202.0,8040708.0,North Dakota,0.035,0.44,685526.0,0.08951082818157152,23993.410000000003
555,ND,2012,59501.0,27446.0,7686195.0,North Dakota,0.031,0.46,702227.0,0.08473186021044476,21769.037
556,ND,2013,57658.0,26953.0,7256706.0,North Dakota,0.029,0.46,723149.0,0.07973183949642466,20971.321
557,ND,2014,53943.0,25063.0,6260939.0,North Dakota,0.028,0.47,738736.0,0.07302067314981266,20684.608
558,ND,2015,53005.0,24749.0,6425592.0,North Dakota,0.027,0.4664,755537.0,0.07015539940466185,20399.499
559,ND,2016,54125.0,25242.0,6509166.0,North Dakota,0.032,0.4533,756114.0,0.07158312106375493,24195.648
560,ND,2017,53861.0,25276.0,6455573.0,North Dakota,0.026,0.4546,756755.0,0.07117362951021136,19675.629999999997
561,ND,2018,53547.0,25457.0,6377528.0,North Dakota,0.026,0.4427,760062.0,0.07045083164268177,19761.611999999997
562,ND,2019,49813.0,23904.0,10594770.0,North Dakota,0.024,0.4558,763724.0,0.06522382431349545,18329.376
563,ND,2020,47895.0,23942.0,5548811.0,North Dakota,0.051,,779563.0,0.06143826733695673,39757.712999999996
564,ND,2021,51432.0,24759.0,10857281.0,North Dakota,0.037,0.4531,777966.0,0.06611085831514488,28784.742
565,ND,2022,48017.0,23911.0,7865522.0,North Dakota,0.021,0.4678,781057.0,0.06147694726505236,16402.197
566,ND,2023,45141.0,23018.0,8546007.0,North Dakota,0.019,0.4451,789047.0,0.05720951983848871,14991.893
567,ND,2024,46632.0,23725.0,9042443.0,North Dakota,0.024,0.457,796568.0,0.05854114149702223,19117.632
568,NE,2006,119785.0,51280.0,10084157.0,Nebraska,0.03,0.43,1772693.0,0.06757233203944507,53180.79
569,NE,2007,121014.0,52186.0,10548438.0,Nebraska,0.03,0.43,1783440.0,0.06785425918449738,53503.2
570,NE,2008,120892.0,52111.0,10807539.0,Nebraska,0.033,0.43,1796378.0,0.06729764002899168,59280.474
571,NE,2009,127733.0,54942.0,12736693.0,Nebraska,0.047,0.44,1812683.0,0.07046626464748662,85196.101
572,NE,2010,161001.0,69502.0,19823492.0,Nebraska,0.047,0.43,1829591.0,0.08799835591670488,85990.777
573,NE,2011,174467.0,76487.0,21552573.0,Nebraska,0.045,0.45,1840914.0,0.09477194480567805,82841.12999999999
574,NE,2012,175711.0,76641.0,21548775.0,Nebraska,0.039,0.43,1853691.0,0.09478980045757357,72293.949
575,NE,2013,180193.0,79587.0,22101632.0,Nebraska,0.038,0.44,1865813.0,0.0965761306197352,70900.894
576,NE,2014,178333.0,78831.0,20195619.0,Nebraska,0.033,0.44,1879955.0,0.09486024931447827,62038.515
577,NE,2015,174483.0,77774.0,20294389.0,Nebraska,0.03,0.4473,1892059.0,0.09221858303572986,56761.77
578,NE,2016,176381.0,78748.0,20158942.0,Nebraska,0.032,0.4477,1906483.0,0.09251642946724413,61007.456
579,NE,2017,178526.0,80132.0,20310501.0,Nebraska,0.029,0.4391,1916998.0,0.09312790102024102,55592.942
580,NE,2018,172567.0,77697.0,19181339.0,Nebraska,0.028,0.4488,1925512.0,0.0896213578518337,53914.336
581,NE,2019,162343.0,73760.0,35918377.0,Nebraska,0.03,0.44,1932571.0,0.08400364074592861,57977.13
582,NE,2020,153187.0,70063.0,17235381.0,Nebraska,0.042,,1963387.0,0.0780218061951108,82462.254
583,NE,2021,158109.0,74233.0,19396488.0,Nebraska,0.025,0.456,1964537.0,0.08048155875913765,49113.425
584,NE,2022,155777.0,74638.0,24070945.0,Nebraska,0.023,0.461,1972246.0,0.07898456886209936,45361.657999999996
585,NE,2023,157397.0,77899.0,27519424.0,Nebraska,0.023,0.4634,1987864.0,0.07917895791663816,45720.871999999996
586,NE,2024,156594.0,77194.0,28315250.0,Nebraska,0.028,0.4458,2005465.0,0.07808363646336386,56153.020000000004
587,NH,2006,56351.0,27361.0,4839720.0,New Hampshire,0.035,0.42,1308389.0,0.04306899553573135,45793.615000000005
588,NH,2007,58837.0,28733.0,5172150.0,New Hampshire,0.035,0.42,1312540.0,0.04482682432535389,45938.9
589,NH,2008,62522.0,30637.0,5778137.0,New Hampshire,0.039,0.42,1315906.0,0.047512512291911425,51320.334
590,NH,2009,73628.0,36135.0,8067167.0,New Hampshire,0.062,0.43,1316102.0,0.0559439921829767,81598.324
591,NH,2010,101031.0,48055.0,12159580.0,New Hampshire,0.061,0.43,1316807.0,0.07672422762029667,80325.227
592,NH,2011,113128.0,53923.0,13610856.0,New Hampshire,0.055,0.43,1320444.0,0.08567421261333309,72624.42
593,NH,2012,117063.0,56269.0,13823538.0,New Hampshire,0.055,0.43,1324677.0,0.08837097647200035,72857.235
594,NH,2013,120160.0,58214.0,14006637.0,New Hampshire,0.051,0.44,1327272.0,0.09053155645564737,67690.87199999999
595,NH,2014,113349.0,54266.0,11861602.0,New Hampshire,0.043,0.44,1334257.0,0.08495289887930137,57373.05099999999
596,NH,2015,107922.0,52212.0,1.0,New Hampshire,0.034,0.4347,1337480.0,0.08069055238209169,45474.32
597,NH,2016,99972.0,48581.0,9906693.0,New Hampshire,0.028,0.4304,1343694.0,0.07440086805478033,37623.432
598,NH,2017,93812.0,46474.0,9471240.0,New Hampshire,0.027,0.4386,1350395.0,0.06947004395010349,36460.665
599,NH,2018,88206.0,44310.0,8569397.0,New Hampshire,0.025,0.453,1355064.0,0.06509360443491968,33876.6
600,NH,2019,78653.0,40708.0,14620946.0,New Hampshire,0.025,0.4406,1360783.0,0.05779981084419779,34019.575000000004
601,NH,2020,72283.0,38294.0,7217622.0,New Hampshire,0.067,,1378756.0,0.052426245107908866,92376.652
602,NH,2021,68802.0,36044.0,8956199.0,New Hampshire,0.035,0.4348,1387677.0,0.04958070213745706,48568.69500000001
603,NH,2022,68778.0,35983.0,26339817.0,New Hampshire,0.025,0.4466,1396678.0,0.04924399181486355,34916.950000000004
604,NH,2023,72969.0,38724.0,12479766.0,New Hampshire,0.022,0.4446,1402199.0,0.05203897592281837,30848.377999999997
605,NH,2024,76669.0,41930.0,12990932.0,New Hampshire,0.026,0.4478,1409032.0,0.05441253285943825,36634.831999999995
606,NJ,2006,402944.0,192901.0,37214761.0,New Jersey,0.046,0.46,8661679.0,0.04652031090046168,398437.234
607,NJ,2007,408670.0,195618.0,39368978.0,New Jersey,0.043,0.46,8677885.0,0.047093272150990705,373149.055
608,NJ,2008,429580.0,206432.0,42959660.0,New Jersey,0.055,0.46,8711090.0,0.04931415012357811,479109.95
609,NJ,2009,485488.0,235098.0,55141536.0,New Jersey,0.09,0.47,8755602.0,0.05544884292365048,788004.1799999999
610,NJ,2010,597234.0,291890.0,83332737.0,New Jersey,0.096,0.46,8799451.0,0.06787173427069484,844747.296
611,NJ,2011,725238.0,354357.0,97301696.0,New Jersey,0.094,0.47,8828552.0,0.08214687980543128,829883.888
612,NJ,2012,800525.0,393792.0,105798352.0,New Jersey,0.095,0.47,8845671.0,0.09049907011011375,840338.745
613,NJ,2013,867660.0,427849.0,112617260.0,New Jersey,0.082,0.48,8857821.0,0.09795411309395392,726341.322
614,NJ,2014,877149.0,435842.0,104947572.0,New Jersey,0.066,0.48,8867277.0,0.09891976984591774,585240.282
615,NJ,2015,910897.0,456220.0,107717765.0,New Jersey,0.056,0.4832,8870312.0,0.10269052542909426,496737.472
616,NJ,2016,888259.0,445456.0,102662278.0,New Jersey,0.05,0.4813,8873584.0,0.10010149224935494,443679.2
617,NJ,2017,831751.0,413823.0,93738475.0,New Jersey,0.046,0.4794,8888147.0,0.09357979790388256,408854.762
618,NJ,2018,770664.0,384097.0,84225866.0,New Jersey,0.041,0.4836,8891730.0,0.08667199746281094,364560.93
619,NJ,2019,728496.0,363628.0,153478098.0,New Jersey,0.036,0.4782,8891258.0,0.08193396255063119,320085.288
620,NJ,2020,669841.0,339487.0,76614758.0,New Jersey,0.098,,9272794.0,0.0722372350771515,908733.812
621,NJ,2021,803411.0,412778.0,122935829.0,New Jersey,0.063,0.4853,9270541.0,0.08666279562325435,584044.083
622,NJ,2022,903939.0,468521.0,141393781.0,New Jersey,0.037,0.4815,9295227.0,0.09724765194007634,343923.399
623,NJ,2023,756048.0,389052.0,149103908.0,New Jersey,0.044,0.4794,9379642.0,0.08060520859964591,412704.24799999996
624,NJ,2024,816641.0,426517.0,157561636.0,New Jersey,0.045,0.4714,9500851.0,0.0859545108117157,427538.295
625,NM,2006,245179.0,95798.0,21235172.0,New Mexico,0.041,0.46,1962137.0,0.1249550872339699,80447.617
626,NM,2007,235616.0,92903.0,20782556.0,New Mexico,0.035,0.46,1990070.0,0.11839583532237559,69652.45000000001
627,NM,2008,232239.0,92593.0,21532978.0,New Mexico,0.045,0.46,2010662.0,0.11550374951135496,90479.79
628,NM,2009,278035.0,113131.0,29859914.0,New Mexico,0.068,0.45,2036802.0,0.1365056593620784,138502.53600000002
629,NM,2010,342290.0,144118.0,43087072.0,New Mexico,0.079,0.46,2064614.0,0.16578885932188778,163104.506
630,NM,2011,407943.0,175744.0,51901972.0,New Mexico,0.075,0.48,2080706.9999999998,0.19605980082731497,156053.02499999997
631,NM,2012,438455.0,193122.0,56232278.0,New Mexico,0.069,0.47,2087715.0000000002,0.21001669289151056,144052.33500000002
632,NM,2013,442753.0,198314.0,56679436.0,New Mexico,0.069,0.48,2092833.0,0.21155677495528788,144405.477
633,NM,2014,442753.0,198314.0,51005946.0,New Mexico,0.065,0.48,2090235.9999999998,0.2118196222818859,135865.34
634,NM,2015,448414.0,203401.0,54581033.0,New Mexico,0.066,0.4795,2090071.0,0.21454486474382928,137944.68600000002
635,NM,2016,463332.0,212511.0,56171813.0,New Mexico,0.067,0.4769,2092554.9999999998,0.2214192697444034,140201.185
636,NM,2017,460549.0,216333.0,55172978.0,New Mexico,0.062,0.4776,2092844.0,0.22005892460212037,129756.328
637,NM,2018,459143.0,220956.0,53858338.0,New Mexico,0.049,0.4891,2093754.0,0.21929176015902538,102593.94600000001
638,NM,2019,450546.0,220728.0,53472298.0,New Mexico,0.049,0.4768,2099634.0,0.21458311305684705,102882.066
639,NM,2020,445908.0,222306.0,53342816.0,New Mexico,0.084,,2118606.0,0.21047235776732437,177962.904
640,NM,2021,515088.0,259990.0,93892314.0,New Mexico,0.068,0.4861,2117333.0,0.24327207860076805,143978.644
641,NM,2022,565621.0,291525.0,162869858.0,New Mexico,0.04,0.4796,2113868.0,0.26757631034671986,84554.72
642,NM,2023,497556.0,256259.0,137694232.0,New Mexico,0.038,0.4771,2121164.0,0.2345674356155394,80604.232
643,NM,2024,411962.0,216335.0,81585093.0,New Mexico,0.041,0.4722,2130256.0,0.19338614701707213,87340.496
644,NV,2006,117986.0,54335.0,10281017.0,Nevada,0.042,0.43,2522658.0,0.04677050951813524,105951.63600000001
645,NV,2007,119715.0,55737.0,10779554.0,Nevada,0.047,0.44,2601072.0,0.046025254202882504,122250.384
646,NV,2008,138430.0,64614.0,13286062.0,Nevada,0.071,0.43,2653630.0,0.05216627789103982,188407.72999999998
647,NV,2009,178712.0,82977.0,19585405.0,Nevada,0.117,0.43,2684665.0,0.06656770956525301,314105.805
648,NV,2010,262500.0,121385.0,31892920.0,Nevada,0.138,0.45,2702483.0,0.0971328959331104,372942.65400000004
649,NV,2011,326936.0,152810.0,40016010.0,Nevada,0.132,0.45,2713114.0,0.12050212412747861,358131.048
650,NV,2012,354081.0,168023.0,43101323.0,Nevada,0.111,0.45,2744670.0,0.12900676584070217,304658.37
651,NV,2013,358457.0,173005.0,43435910.0,Nevada,0.095,0.45,2776956.0,0.12908270782828393,263810.82
652,NV,2014,373901.0,182660.0,42463981.0,Nevada,0.078,0.44,2818935.0,0.13263909951808042,219876.93
653,NV,2015,412056.0,205203.0,49088336.0,Nevada,0.067,0.4548,2868531.0,0.1436470444279668,192191.57700000002
654,NV,2016,439141.0,221443.0,52001042.0,Nevada,0.057,0.4577,2919555.0,0.1504136760567963,166414.635
655,NV,2017,442515.0,225575.0,51854434.0,Nevada,0.05,0.4606,2972097.0,0.14888982425539948,148604.85
656,NV,2018,441924.0,228620.0,50956558.0,Nevada,0.046,0.469,3030725.0,0.1458146153148174,139413.35
657,NV,2019,425264.0,223565.0,49296009.0,Nevada,0.039,0.471,3090771.0,0.13759155886993893,120540.069
658,NV,2020,414058.0,220255.0,47743336.0,Nevada,0.128,,3116967.0,0.1328400332759378,398971.776
659,NV,2021,464298.0,236076.0,96956074.0,Nevada,0.072,0.4726,3148141.0,0.1474832289913317,226666.15199999997
660,NV,2022,439091.0,232533.0,108612400.0,Nevada,0.054,0.4685,3176116.0,0.13824778440082164,171510.264
661,NV,2023,499320.0,262498.0,137680622.0,Nevada,0.051,0.4632,3214363.0,0.1553402649296299,163932.51299999998
662,NV,2024,502149.0,267001.0,90217403.0,Nevada,0.056,0.4653,3267467.0,0.15368142968238088,182978.152
663,NY,2006,1791168.0,939682.0,185062714.0,New York,0.046,0.5,19104631.0,0.09375569724429642,878813.026
664,NY,2007,1802101.0,948435.0,192306978.0,New York,0.046,0.5,19132335.0,0.09419137810413628,880087.41
665,NY,2008,1932022.0,1026916.0,209541628.0,New York,0.054,0.5,19212436.0,0.10056101162809339,1037471.544
666,NY,2009,2211935.0,1173412.0,276891791.0,New York,0.084,0.5,19307066.0,0.11456608684095243,1621793.544
667,NY,2010,2699586.0,1428694.0,409771519.0,New York,0.086,0.5,19399956.0,0.13915423313331227,1668396.2159999998
668,NY,2011,2971876.0,1583310.0,442990037.0,New York,0.083,0.5,19499921.0,0.15240451486957307,1618493.443
669,NY,2012,3059120.0,1638345.0,446664073.0,New York,0.085,0.5,19574362.0,0.1562819774151515,1663820.77
670,NY,2013,3158541.0,1703073.0,458026953.0,New York,0.077,0.51,19626488.0,0.16093256215783486,1511239.576
671,NY,2014,3148532.0,1708608.0,427023612.0,New York,0.063,0.51,19653431.0,0.16020266385039844,1238166.153
672,NY,2015,3055942.0,1673567.0,422875286.0,New York,0.053,0.5138,19657321.0,0.15546075683456562,1041838.0129999999
673,NY,2016,2975036.0,1639514.0,406871501.0,New York,0.048,0.5129,19636391.0,0.15150625183619537,942546.768
674,NY,2017,2944348.0,1625767.0,399903117.0,New York,0.047,0.5157,19593849.0,0.15026899513209477,920910.903
675,NY,2018,2831503.0,1580152.0,381041593.0,New York,0.041,0.513,19544098.0,0.14487765053163365,801308.018
676,NY,2019,2705107.0,1531428.0,703444905.0,New York,0.04,0.5149,19463131.0,0.13898621963752902,778525.24
677,NY,2020,2570601.0,1478960.0,349257951.0,New York,0.1,,20105171.0,0.12785770387130754,2010517.1
678,NY,2021,2758288.0,1587973.0,431400456.0,New York,0.069,0.514,19848276.0,0.13896864392655564,1369531.0440000002
679,NY,2022,2808646.0,1626534.0,517500881.0,New York,0.043,0.5208,19703747.0,0.14254375068863806,847261.1209999999
680,NY,2023,2925621.0,1691805.0,633002096.0,New York,0.042,0.5157,19737367.0,0.14822752193846322,828969.4140000001
681,NY,2024,2897231.0,1686225.0,639977089.0,New York,0.043,0.5186,19867248.0,0.14582950794191527,854291.664
682,OH,2006,1025602.0,446363.0,103129520.0,Ohio,0.054,0.45,11481213.0,0.08932871465758888,619985.502
683,OH,2007,1074737.0,491430.0,108434983.0,Ohio,0.056,0.45,11500468.0,0.09345158823101808,644026.208
684,OH,2008,1139495.0,520328.0,121062178.0,Ohio,0.066,0.45,11515391.0,0.09895408675224315,760015.806
685,OH,2009,1287349.0,592749.0,156174484.0,Ohio,0.102,0.45,11528896.0,0.1116628166304909,1175947.392
686,OH,2010,1579746.0,735693.0,224122685.0,Ohio,0.1,0.45,11539449.0,0.1368996041318784,1153944.9000000001
687,OH,2011,1805861.0,855273.0,249219118.0,Ohio,0.086,0.46,11545735.0,0.15640935808764014,992933.21
688,OH,2012,1827815.0,879758.0,255247189.0,Ohio,0.072,0.46,11550971.0,0.1582390779095541,831669.9119999999
689,OH,2013,1845325.0,896188.0,242980169.0,Ohio,0.075,0.47,11579692.0,0.15935872905773313,868476.9
690,OH,2014,1775855.0,862730.0,214977781.0,Ohio,0.057,0.46,11606573.0,0.15300425026405295,661574.6610000001
691,OH,2015,1707394.0,841166.0,212850318.0,Ohio,0.049,0.4637,11622315.0,0.1469065328206988,569493.435
692,OH,2016,1627589.0,800879.0,200988977.0,Ohio,0.049,0.468,11640060.0,0.1398265129217547,570362.9400000001
693,OH,2017,1532807.0,761374.0,189704520.0,Ohio,0.05,0.4642,11665706.0,0.13139427652299826,583285.3
694,OH,2018,1438832.0,716778.0,173534363.0,Ohio,0.046,0.4667,11680892.0,0.12317826412571917,537321.032
695,OH,2019,1401304.0,693828.0,179517991.0,Ohio,0.041,0.4651,11696507.0,0.11980534017549,479556.787
696,OH,2020,1377403.0,684259.0,167279473.0,Ohio,0.081,,11798905.0,0.11673990086368184,955711.305
697,OH,2021,1526642.0,764606.0,323681002.0,Ohio,0.051,0.4687,11767344.0,0.1297354781163872,600134.544
698,OH,2022,1485417.0,753183.0,370500903.0,Ohio,0.04,0.4691,11777874.0,0.12611928095002545,471114.96
699,OH,2023,1433340.0,734871.0,395790937.0,Ohio,0.035,0.4695,11824034.0,0.12122258782408779,413841.19000000006
700,OH,2024,1376970.0,711317.0,264304724.0,Ohio,0.043,0.4631,11883304.0,0.11587433932515738,510982.072
701,OK,2006,439352.0,182501.0,39110897.0,Oklahoma,0.041,0.46,3594090.0,0.12224290432348661,147357.69
702,OK,2007,422987.0,177113.0,39329996.0,Oklahoma,0.041,0.46,3634349.0,0.11638590570140622,149008.309
703,OK,2008,417504.0,175486.0,40715236.0,Oklahoma,0.037,0.46,3668976.0,0.1137930583356228,135752.112
704,OK,2009,444922.0,187513.0,47035099.0,Oklahoma,0.067,0.46,3717572.0,0.11968080241620069,249077.32400000002
705,OK,2010,570296.0,244728.0,73168163.0,Oklahoma,0.069,0.45,3760014.0,0.15167390334184927,259440.96600000001
706,OK,2011,614960.0,270974.0,78647675.0,Oklahoma,0.059,0.46,3788824.0,0.16230893807682806,223540.61599999998
707,OK,2012,617178.0,279767.0,78659237.0,Oklahoma,0.052,0.46,3819320.0,0.16159368683430558,198604.63999999998
708,OK,2013,618863.0,285960.0,79059806.0,Oklahoma,0.053,0.46,3853891.0,0.1605813449316548,204256.223
709,OK,2014,620031.0,285182.0,72319337.0,Oklahoma,0.045,0.47,3879187.0,0.1598352953853475,174563.41499999998
710,OK,2015,594033.0,270188.0,71209662.0,Oklahoma,0.042,0.4702,3910518.0,0.15190647377150546,164241.75600000002
711,OK,2016,611426.0,276080.0,73344540.0,Oklahoma,0.049,0.4645,3928143.0,0.15565268372358135,192479.007
712,OK,2017,608766.0,275150.0,73635649.0,Oklahoma,0.043,0.4658,3933602.0,0.1547604460237716,169144.886
713,OK,2018,589087.0,269924.0,69618092.0,Oklahoma,0.034,0.4687,3943488.0,0.14938222203288054,134078.592
714,OK,2019,575769.0,267704.0,129623361.0,Oklahoma,0.033,0.4739,3960676.0,0.1453713961960029,130702.308
715,OK,2020,573669.0,270742.0,67754950.0,Oklahoma,0.061,,3965415.0,0.14466808644240262,241890.315
716,OK,2021,608484.0,281103.0,120313089.0,Oklahoma,0.038,0.4618,3992238.0,0.15241676473196236,151705.044
717,OK,2022,631861.0,296979.0,148258055.0,Oklahoma,0.03,0.4743,4026229.0,0.1569361802321726,120786.87
718,OK,2023,688634.0,331821.0,213143239.0,Oklahoma,0.032,0.4737,4063882.0,0.16945226263951563,130044.224
719,OK,2024,678335.0,329413.0,129178370.0,Oklahoma,0.033,0.4696,4095393.0,0.16563367667034642,135147.969
720,OR,2006,435768.0,223341.0,38738450.0,Oregon,0.053,0.44,3670883.0,0.11870931326332111,194556.799
721,OR,2007,436542.0,224982.0,39416665.0,Oregon,0.052,0.44,3722417.0,0.11727380355290662,193565.68399999998
722,OR,2008,457384.0,236825.0,43668047.0,Oregon,0.065,0.45,3768748.0,0.1213623197942659,244968.62
723,OR,2009,543813.0,281650.0,59097510.0,Oregon,0.111,0.44,3808600.0,0.14278553799296329,422754.6
724,OR,2010,701149.0,368489.0,86940971.0,Oregon,0.107,0.45,3837614.0,0.1827044095628169,410624.698
725,OR,2011,764667.0,411949.0,97524128.0,Oregon,0.096,0.46,3872672.0,0.19745204344700507,371776.512
726,OR,2012,822995.0,446732.0,104797455.0,Oregon,0.087,0.46,3900102.0,0.21101884002008153,339308.87399999995
727,OR,2013,820014.0,452973.0,104924394.0,Oregon,0.079,0.46,3924110.0,0.20896814819156445,310004.69
728,OR,2014,806740.0,449073.0,95926397.0,Oregon,0.069,0.46,3965447.0,0.2034423861925276,273615.84300000005
729,OR,2015,786186.0,444972.0,97145632.0,Oregon,0.057,0.4622,4018542.0,0.1956396125759044,229056.894
730,OR,2016,748370.0,426078.0,90960655.0,Oregon,0.049,0.4583,4093271.0,0.18282933135871043,200570.279
731,OR,2017,693973.0,394067.0,85088970.0,Oregon,0.041,0.4593,4147294.0,0.1673315178523635,170039.054
732,OR,2018,647921.0,372894.0,79578552.0,Oregon,0.042,0.4582,4183537.9999999995,0.15487393684484282,175708.596
733,OR,2019,607135.0,353560.0,144663799.0,Oregon,0.037,0.45,4216116.0,0.14400339079854538,155996.292
734,OR,2020,581867.0,345721.0,71984054.0,Oregon,0.076,,4243779.0,0.13711057998072002,322527.20399999997
735,OR,2021,717568.0,426300.0,102559549.0,Oregon,0.052,0.4611,4254280.0,0.16866966913320233,221222.56
736,OR,2022,704121.0,407073.0,109466129.0,Oregon,0.042,0.4679,4247372.0,0.165778038749608,178389.624
737,OR,2023,722867.0,414219.0,120391425.0,Oregon,0.037,0.4636,4253653.0,0.16994028426860394,157385.161
738,OR,2024,748069.0,428111.0,134748102.0,Oregon,0.042,0.4557,4272371.0,0.1750945786309288,179439.58200000002
739,PA,2006,1095907.0,498704.0,99290972.0,Pennsylvania,0.045,0.46,12510809.0,0.08759681328361739,562986.405
740,PA,2007,1137971.0,535402.0,105443667.0,Pennsylvania,0.044,0.46,12563937.0,0.09057439558953535,552813.228
741,PA,2008,1173679.0,551729.0,114584867.0,Pennsylvania,0.053,0.46,12612285.0,0.09305839504895426,668451.105
742,PA,2009,1299743.0,613452.0,141684704.0,Pennsylvania,0.079,0.46,12666858.0,0.1026097395265661,1000681.782
743,PA,2010,1554442.0,729788.0,190290997.0,Pennsylvania,0.084,0.46,12711406.0,0.12228718050544526,1067758.104
744,PA,2011,1697563.0,801875.0,215282500.0,Pennsylvania,0.079,0.46,12747052.0,0.13317298776219003,1007017.108
745,PA,2012,1811363.0,872319.0,231481292.0,Pennsylvania,0.079,0.46,12769123.0,0.14185492613705733,1008760.7170000001
746,PA,2013,1767367.0,857817.0,226913929.0,Pennsylvania,0.074,0.47,12779538.0,0.13829662699856599,945685.8119999999
747,PA,2014,1782330.0,880107.0,211099733.0,Pennsylvania,0.058,0.47,12792392.0,0.13932734394005436,741958.736
748,PA,2015,1815533.0,911216.0,224967512.0,Pennsylvania,0.051,0.4685,12789838.0,0.1419512115790677,652281.738
749,PA,2016,1870344.0,951727.0,227453734.0,Pennsylvania,0.054,0.4689,12788468.0,0.1462523892619507,690577.272
750,PA,2017,1849422.0,951525.0,223163107.0,Pennsylvania,0.049,0.4777,12794679.0,0.14454618204958483,626939.2710000001
751,PA,2018,1832440.0,959031.0,219618484.0,Pennsylvania,0.043,0.4747,12809107.0,0.14305759175873853,550791.6009999999
752,PA,2019,1768620.0,945432.0,408749990.0,Pennsylvania,0.044,0.4745,12798883.0,0.13818549634370436,563150.852
753,PA,2020,1725978.0,938827.0,205401448.0,Pennsylvania,0.091,,12996143.0,0.13280694125941828,1182649.013
754,PA,2021,1799807.0,974113.0,250159917.0,Pennsylvania,0.063,0.472,13015571.0,0.1382810635046284,819980.973
755,PA,2022,1847074.0,994462.0,243349688.0,Pennsylvania,0.044,0.4778,12984990.0,0.14224685579272683,571339.5599999999
756,PA,2023,1930162.0,1023811.0,258680071.0,Pennsylvania,0.034,0.4774,13017721.0,0.1482718826129397,442602.514
757,PA,2024,1984531.0,1064248.0,363983795.0,Pennsylvania,0.036,0.4747,13078751.0,0.1517370427803083,470835.03599999996
758,RI,2006,71187.0,33359.0,6252301.0,Rhode Island,0.051,0.44,1063096.0,0.06696196768683167,54217.89599999999
759,RI,2007,73182.0,35103.0,7009960.0,Rhode Island,0.052,0.46,1057315.0,0.06921494540416054,54980.38
760,RI,2008,80821.0,39376.0,8345186.0,Rhode Island,0.077,0.46,1055003.0,0.07660736509754,81235.231
761,RI,2009,93552.0,54446.0,0.0,Rhode Island,0.109,0.46,1053646.0,0.08878883420048099,114847.414
762,RI,2010,133214.0,69176.0,18736893.0,Rhode Island,0.117,0.47,1053994.0,0.12638971379343716,123317.29800000001
